timestamp,cpu_usage,memory_usage,network_traffic,disk_io,response_time,error_rate,is_anomaly,rolling_mean_cpu_usage,rolling_std_cpu_usage,rolling_mean_memory_usage,rolling_std_memory_usage,rolling_mean_network_traffic,rolling_std_network_traffic,rolling_mean_disk_io,rolling_std_disk_io,rolling_mean_response_time,rolling_std_response_time,rolling_mean_error_rate,rolling_std_error_rate,if_score,if_anomaly,lstm_anomaly,lstm_error
2024-01-01 00:00:00,49.97,56.61,172.86,97.13,160.45,1.09,0,49.97,0.0,56.61,0.0,172.86,0.0,97.13,0.0,160.45,0.0,1.09,0.0,0.45015243434464486,0,0.0,0.0
2024-01-01 00:05:00,43.62,56.37,187.78,99.35,158.5,1.01,0,46.795,4.49012806053458,56.489999999999995,0.1697056274847703,180.32,10.550033175303291,98.24,1.5697770542341347,159.475,1.3788582233137596,1.05,0.05656854249492385,0.44259905741068983,0,0.0,0.0
2024-01-01 00:10:00,51.48,45.63,176.1,101.29,121.9,0.78,0,48.35666666666666,4.170975105815585,52.870000000000005,6.271172139241591,178.91333333333333,7.847785250204885,99.25666666666666,2.0815699203565954,146.95000000000002,21.71583523606678,0.96,0.16093476939431087,0.43105136433487895,0,0.0,0.0
2024-01-01 00:15:00,60.23,57.36,204.42,118.94,167.39,1.0,0,51.324999999999996,6.844124000435212,53.9925,5.590923447875133,185.29,14.27256108762544,104.1775,9.987343240321724,152.06,20.46541961455957,0.97,0.1329160135825126,0.4257517439045494,0,0.0,0.0
2024-01-01 00:20:00,42.66,65.86,247.89,85.06,105.3,1.25,0,49.592,7.081523141245815,56.366,7.184102588354371,197.81,30.60280215927946,100.354,12.161662304142473,142.708,27.41212450723219,1.026,0.1700882124075622,0.3843756392221617,0,0.0,0.0
2024-01-01 00:25:00,42.66,49.81,169.16,83.07,130.37,0.94,0,48.43666666666667,6.9373731820240625,55.27333333333333,6.960789227283544,193.035,29.76623842543763,97.47333333333334,12.965888579911008,140.65166666666667,25.0301956977301,1.0116666666666667,0.1561302874738488,0.3842442428719544,0,0.0,0.0
2024-01-01 00:30:00,60.79,68.39,240.03,124.73,90.03,1.21,0,50.201428571428565,7.868077758833323,57.14714285714285,8.059484504370639,199.74857142857144,32.46323686293539,101.36714285714285,15.69163759701933,133.42,29.802202379466298,1.04,0.16103829772241549,0.39755217144776683,0,0.0,0.0
2024-01-01 00:35:00,52.67,63.9,168.73,90.75,196.76,0.58,0,50.51,7.336523115793435,57.99125,7.834289898534881,195.87125,31.99342184061324,100.03999999999999,15.004752580432644,141.3375,35.535673725748566,0.9825,0.2206322085022299,0.3714936011161308,0,0.0,0.0
2024-01-01 00:40:00,40.31,54.13,166.09,74.74,143.05,0.7,0,49.376666666666665,7.658753162232086,57.56222222222222,7.440475081904677,192.5622222222222,31.53059854243881,97.22888888888889,16.374397274743004,141.52777777777777,33.24548006036977,0.9511111111111111,0.22685041571729844,0.3691379323908961,0,0.0,0.0
2024-01-01 00:45:00,50.43,58.87,232.74,90.3,215.01,0.63,0,49.482,7.228420451400306,57.693,7.027126882462149,196.57999999999998,32.328620962443374,96.536,15.592646557485573,148.876,39.01818499110382,0.9189999999999999,0.2367581982623716,0.38470829815834956,0,0.0,0.0
2024-01-01 00:50:00,40.37,72.79,236.88,93.4,174.09,0.72,0,48.522000000000006,7.7733516294810405,59.311,8.46556351080987,202.98200000000003,33.42961621077932,96.163,15.621445409009585,150.23999999999998,39.70019899194461,0.882,0.23597551662078092,0.3645853536333372,0,0.0,0.0
2024-01-01 00:55:00,40.34,65.87,234.06,131.1,163.44,1.64,0,48.194,8.066836361851458,60.261,8.630294767722464,207.60999999999999,34.28380019127919,99.338,19.165642755259274,150.73399999999998,39.84487174586516,0.945,0.3365924010497629,0.3581417801015477,0,0.0,0.0
